Wikidata_Entity,rdfs:label,skos:altLabel,Entities_in_graph_QLIT,prefLabel_in_English_in_graph_QLIT,altLabel_in_English_in_graph_QLIT
http://www.wikidata.org/entity/Q17004012,['intersexkirurgi'],['Könsstympning av intersexpersoner'],https://queerlit.dh.gu.se/qlit/v1/ae55cm31,['Könsstympning av intersexpersoner'],[]
http://www.wikidata.org/entity/Q123851512,['Bisexuella relationer'],[],https://queerlit.dh.gu.se/qlit/v1/qq09uc15,['Bisexuella relationer'],[]
http://www.wikidata.org/entity/Q123851464,['Synlighet (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/po00wj87,['Synlighet (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851552,['Partners till queera personer'],[],https://queerlit.dh.gu.se/qlit/v1/rn71bp03,['Partners till queera personer'],[]
http://www.wikidata.org/entity/Q28130022,['ballroomkultur'],[],https://queerlit.dh.gu.se/qlit/v1/hc77dd42,['Ballroomkultur'],"['Ballroom culture', 'Ballroom-community']"
http://www.wikidata.org/entity/Q123851243,['Jehovas vittnen (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ib01vo16,['Jehovas vittnen (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851303,['Penissex'],[],https://queerlit.dh.gu.se/qlit/v1/jq54pz13,['Penissex'],[]
http://www.wikidata.org/entity/Q123851736,['Psykiatrisk vård (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ym29ed45,['Psykiatrisk vård (hbtqi)'],"['Psykiatrisk vård för hbtqi-personer', 'Psykvård för hbtqi-personer']"
http://www.wikidata.org/entity/Q123851067,['Partners till transpersoner'],[],https://queerlit.dh.gu.se/qlit/v1/bk45ul19,['Partners till transpersoner'],[]
http://www.wikidata.org/entity/Q116462242,['Konst (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/pu79ko70,['Konst (hbtqi)'],[]
http://www.wikidata.org/entity/Q722735,['switch'],[],https://queerlit.dh.gu.se/qlit/v1/gn70nk07,['Switchar (BDSM)'],[]
http://www.wikidata.org/entity/Q5891541,['homofil'],[],https://queerlit.dh.gu.se/qlit/v1/qb27dx51,['Homofiler'],[]
http://www.wikidata.org/entity/Q123851519,['Garderobslesbiska'],[],https://queerlit.dh.gu.se/qlit/v1/qy59io46,['Garderobslesbiska'],"['Smygflator', 'Smyglesbianer', 'Smyglesbiska']"
http://www.wikidata.org/entity/Q2914207,['radikalfeminism'],['Socialistisk radikalfeminism'],https://queerlit.dh.gu.se/qlit/v1/ps08qr95,['Radikalfeminism'],[]
http://www.wikidata.org/entity/Q123851683,['Läderfamiljer'],[],https://queerlit.dh.gu.se/qlit/v1/wo70nt95,['Läderfamiljer'],[]
http://www.wikidata.org/entity/Q123851643,['Transkultur'],[],https://queerlit.dh.gu.se/qlit/v1/un13ce14,['Transkultur'],[]
http://www.wikidata.org/entity/Q123851674,['Adoptivfamiljer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/we86xm62,['Adoptivfamiljer (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851540,['Bisexuella par'],[],https://queerlit.dh.gu.se/qlit/v1/ri69ha29,['Bisexuella par'],[]
http://www.wikidata.org/entity/Q123851455,['Fosterfamiljer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/pm79to26,['Fosterfamiljer (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851632,['Hinduism (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/uf02zz01,['Hinduism (hbtqi)'],"['Hbtqi-hinduer', 'Hinduer (hbtqi)']"
http://www.wikidata.org/entity/Q123851412,['Transmaskulina'],[],https://queerlit.dh.gu.se/qlit/v1/nv29rf04,['Transmaskulina'],[]
http://www.wikidata.org/entity/Q123851687,['Klitorissex'],[],https://queerlit.dh.gu.se/qlit/v1/wt70sq05,['Klitorissex'],[]
http://www.wikidata.org/entity/Q610757,['Homosocialitet'],[],https://queerlit.dh.gu.se/qlit/v1/xv86md55,['Homosocialitet'],[]
http://www.wikidata.org/entity/Q123851302,['Förföljelse av transpersoner'],[],https://queerlit.dh.gu.se/qlit/v1/jp81au66,['Förföljelse av transpersoner'],[]
http://www.wikidata.org/entity/Q123851150,['Transpar'],[],https://queerlit.dh.gu.se/qlit/v1/eh13ix50,['Transpar'],[]
http://www.wikidata.org/entity/Q123851721,['Queera personer'],[],https://queerlit.dh.gu.se/qlit/v1/yd09fz28,['Queera personer'],['Queers']
http://www.wikidata.org/entity/Q123851164,['Ursprungsamerikaner (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/et08az97,['Ursprungsamerikaner (hbtqi)'],"['Amerikansk ursprungsbefolkning (hbtqi)', 'First nations (hbtqi)', 'Indianer (hbtqi)', 'Urfolksamerikaner (hbtqi)']"
http://www.wikidata.org/entity/Q64737936,['allosexualitet'],[],https://queerlit.dh.gu.se/qlit/v1/br29bz72,['Allosexualitet'],[]
http://www.wikidata.org/entity/Q388768,['Analkulor'],[],https://queerlit.dh.gu.se/qlit/v1/ab59jh24,['Analkulor'],[]
http://www.wikidata.org/entity/Q123851083,['Transgemenskaper'],[],https://queerlit.dh.gu.se/qlit/v1/bw74og01,['Transgemenskaper'],['Transcommunityt']
http://www.wikidata.org/entity/Q427173,['Bostonäktenskap'],[],https://queerlit.dh.gu.se/qlit/v1/pb81ks09,['Bostonäktenskap'],[]
http://www.wikidata.org/entity/Q123851163,['Transfamiljer'],[],https://queerlit.dh.gu.se/qlit/v1/es72xt95,['Transfamiljer'],[]
http://www.wikidata.org/entity/Q123851260,['Nyutkomna bögar'],[],https://queerlit.dh.gu.se/qlit/v1/ik01ja84,['Nyutkomna bögar'],[]
http://www.wikidata.org/entity/Q123851214,['Prostituerade bisexuella'],[],https://queerlit.dh.gu.se/qlit/v1/hb45um93,['Prostituerade bisexuella'],[]
http://www.wikidata.org/entity/Q335925,['Undergiven'],['undergivelse'],https://queerlit.dh.gu.se/qlit/v1/wm33rr79,['Undergivna (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851245,['Cubs'],[],https://queerlit.dh.gu.se/qlit/v1/ib13vc99,['Cubs'],[]
http://www.wikidata.org/entity/Q4154060,['Dyke March'],[],https://queerlit.dh.gu.se/qlit/v1/se35jv42,['Dyke march'],[]
http://www.wikidata.org/entity/Q123851140,['Shintoism (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/dy42iq34,['Shintoism (hbtqi)'],"['Shinto (hbtqi)', 'Shintoister (hbtqi)']"
http://www.wikidata.org/entity/Q123851090,['Underlivskirurgi (transpersoner)'],[],https://queerlit.dh.gu.se/qlit/v1/ca74me52,['Underlivskirurgi (transpersoner)'],"['Falloplastik', 'Femininiserande underlivskirurgi', 'Könsbekräftande underlivskirurgi', 'Maskuliniserande underlivskirurgi', 'Metoidioplastik']"
http://www.wikidata.org/entity/Q123851153,['Prostituerade bögar'],[],https://queerlit.dh.gu.se/qlit/v1/ei11ju25,['Prostituerade bögar'],[]
http://www.wikidata.org/entity/Q123851308,['Arresteringar av HBTQI-personer'],[],https://queerlit.dh.gu.se/qlit/v1/jw79oy99,['Arresteringar av hbtqi-personer'],[]
http://www.wikidata.org/entity/Q15145778,['cisman'],[],https://queerlit.dh.gu.se/qlit/v1/tc60ce15,['Cismän'],[]
http://www.wikidata.org/entity/Q123851370,['Skådespelare (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/mg63da79,['Skådespelare (hbtqi)'],['Skådespelerskor (hbtqi)']
http://www.wikidata.org/entity/Q3366838,['patrialism'],['kroppsdelsfetischism'],https://queerlit.dh.gu.se/qlit/v1/xf51um26,['Partialism'],['Kroppsdelsfetischism']
http://www.wikidata.org/entity/Q1454125,['Sexköpare'],"['Sexköp', 'Könsköpare', 'Torsk']",https://queerlit.dh.gu.se/qlit/v1/qe03yc73,['Sexköpare'],"['Laxar', 'Torskar']"
http://www.wikidata.org/entity/Q1297897,['sexarbete'],[],https://queerlit.dh.gu.se/qlit/v1/oa79zq45,['Sexarbete'],[]
http://www.wikidata.org/entity/Q123851676,['Ballroomfamiljer'],[],https://queerlit.dh.gu.se/qlit/v1/wg03fj93,['Ballroomfamiljer'],['Ballroomhus']
http://www.wikidata.org/entity/Q123851132,['Ateism (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/do74lo00,['Ateism (hbtqi)'],['Ateister (hbtqi)']
http://www.wikidata.org/entity/Q123851326,['Sexuella riskbeteenden'],[],https://queerlit.dh.gu.se/qlit/v1/kn59jd20,['Sexuella riskbeteenden'],[]
http://www.wikidata.org/entity/Q1974238,['erotisk massage'],[],https://queerlit.dh.gu.se/qlit/v1/kd86jk33,['Erotisk massage'],[]
http://www.wikidata.org/entity/Q112871990,['pansexuell'],[],https://queerlit.dh.gu.se/qlit/v1/qs74zg73,['Pansexuella'],['Omnisexuella']
http://www.wikidata.org/entity/Q123851367,['Konfucianism (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/mc95lg55,['Konfucianism (hbtqi)'],"['Hbtqi-konfucianister', 'Konfucianister (hbtqi)']"
http://www.wikidata.org/entity/Q123851628,['Partners till lesbiska'],[],https://queerlit.dh.gu.se/qlit/v1/tz63rg85,['Partners till lesbiska'],[]
http://www.wikidata.org/entity/Q123851147,['Partners till bögar'],[],https://queerlit.dh.gu.se/qlit/v1/ed80ly99,['Partners till bögar'],[]
http://www.wikidata.org/entity/Q207850,['erogena zoner'],"['erogen zon', 'erotiska zoner']",https://queerlit.dh.gu.se/qlit/v1/nw90qo62,['Erogena zoner'],['Erogena kroppsdelar']
http://www.wikidata.org/entity/Q123851099,['Inverterade'],[],https://queerlit.dh.gu.se/qlit/v1/cm51lf45,['Inverterade'],"['Sexualinverterade', 'Sexuellt inverterade']"
http://www.wikidata.org/entity/Q123851394,['Valda familjer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/nc18mo76,['Valda familjer (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851350,['Kravaller (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/lj92bs38,['Kravaller (hbtqi)'],"['Gatustrider (hbtqi)', 'Upplopp (hbtqi)', 'Uppror (hbtqi)']"
http://www.wikidata.org/entity/Q123851192,['Suicid (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ga83rh19,['Suicid (hbtqi)'],['Självmord (hbtqi)']
http://www.wikidata.org/entity/Q123851354,['Aids-minnesmärken'],[],https://queerlit.dh.gu.se/qlit/v1/ll04wu93,['Aids-minnesmärken'],['AIDS Memorial Quilt']
http://www.wikidata.org/entity/Q123851362,['Aktionskampanjer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/lx82wc09,['Aktionskampanjer (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851706,['Könsväxlingar'],[],https://queerlit.dh.gu.se/qlit/v1/xr55rs91,['Könsväxlingar'],"['Köns-förvandlingar', 'Köns-växlingar', 'Könsförvandlingar']"
http://www.wikidata.org/entity/Q1662673,['genusvetenskap'],"['könsforskning', 'genusforskning', 'genusperspektivet']",https://queerlit.dh.gu.se/qlit/v1/pq04vl34,['Genusvetenskap'],[]
http://www.wikidata.org/entity/Q123851651,['Demonstrationer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/uv36xq74,['Demonstrationer (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851339,['Inuiter (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ld35mi88,['Inuiter (hbtqi)'],"['Eskimåer (hbtqi)', 'Hbtqi-eskimåer', 'Hbtqi-inuiter']"
http://www.wikidata.org/entity/Q123851668,['Telefonsexarbetare'],[],https://queerlit.dh.gu.se/qlit/v1/vr87jw11,['Telefonsexarbetare'],['Telefonsexsäljare']
http://www.wikidata.org/entity/Q123851737,['Ortodox kristendom (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ym43ji04,['Ortodox kristendom (hbtqi)'],"['Ortodoxa kristna (hbtqi)', 'Ortodoxt kristna (hbtqi)']"
http://www.wikidata.org/entity/Q853451,['Män som har sex med män'],['Msm'],https://queerlit.dh.gu.se/qlit/v1/vg32jf51,['Män som har sex med män'],"['MSM', 'Samkönsälskande män']"
http://www.wikidata.org/entity/Q123851501,['Historiska termer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/qj48lh67,['Historiska termer (hbtqi)'],"['Föråldrade begrepp (hbtqi)', 'Föråldrade ord (hbtqi)', 'Föråldrade termer (hbtqi)', 'Historiska begrepp (hbtqi)']"
http://www.wikidata.org/entity/Q123851310,['Ensamstående föräldrar (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/jz19cb14,['Ensamstående föräldrar (hbtqi)'],[]
http://www.wikidata.org/entity/Q1066302,['brottsprovokation'],['Bevisprovokation'],https://queerlit.dh.gu.se/qlit/v1/rc46qr59,['Brottsprovokation'],['Stingoperationer']
http://www.wikidata.org/entity/Q123851240,['Återvunna termer'],[],https://queerlit.dh.gu.se/qlit/v1/hv28qb07,['Återvunna termer'],"['Återvunna begrepp', 'Återvunna ord']"
http://www.wikidata.org/entity/Q123851114,['Civil olydnad (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/cv03vh77,['Civil olydnad (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851160,['HBTQI-frigörelse'],[],https://queerlit.dh.gu.se/qlit/v1/eq42ai07,['Hbtqi-frigörelse'],"['Gay liberation movement', 'Homosexuell frigörelse']"
http://www.wikidata.org/entity/Q123851615,['Uteliv (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/tm21us57,['Uteliv (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851181,['Vita HBTQI-personer'],[],https://queerlit.dh.gu.se/qlit/v1/fo21jj20,['Vita hbtqi-personer'],[]
http://www.wikidata.org/entity/Q123851639,['Läderpappor'],[],https://queerlit.dh.gu.se/qlit/v1/uk90xn87,['Läderpappor'],[]
http://www.wikidata.org/entity/Q123851650,['Fångar (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/uu24kn16,['Fångar (hbtqi)'],"['Fängslade hbtqi-personer', 'Hbtqi-fångar', 'Intagna hbtqi-personer']"
http://www.wikidata.org/entity/Q123851057,['Lädermammor'],[],https://queerlit.dh.gu.se/qlit/v1/ax94ed37,['Lädermammor'],[]
http://www.wikidata.org/entity/Q123851324,['Motorcykelklubbar (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/km82jf95,['Motorcykelklubbar (hbtqi)'],['MC-klubbar (hbtqi)']
http://www.wikidata.org/entity/Q123851699,['Barnlängtan'],[],https://queerlit.dh.gu.se/qlit/v1/xf74zb26,['Barnlängtan'],[]
http://www.wikidata.org/entity/Q123851124,['Interkulturella relationer'],[],https://queerlit.dh.gu.se/qlit/v1/db65xf46,['Interkulturella relationer'],"['Förhållanden över kulturgränser', 'Interkulturella förhållanden', 'Relationer över kulturgränser', 'Tvärkulturella förhållanden', 'Tvärkulturella relationer']"
http://www.wikidata.org/entity/Q123851646,['Intersexrörelser'],[],https://queerlit.dh.gu.se/qlit/v1/up95qy96,['Intersexrörelser'],[]
http://www.wikidata.org/entity/Q123851097,['Papperslösa HBTQI-personer'],[],https://queerlit.dh.gu.se/qlit/v1/ch10wc66,['Papperslösa hbtqi-personer'],[]
http://www.wikidata.org/entity/Q123851672,['Nipple play'],[],https://queerlit.dh.gu.se/qlit/v1/vw24ij47,['Nipple play'],['Bröstvårtssex']
http://www.wikidata.org/entity/Q123851731,['Lesbiska flickor'],[],https://queerlit.dh.gu.se/qlit/v1/yj75on39,['Lesbiska flickor'],[]
http://www.wikidata.org/entity/Q123851128,['Blinda HBTQI-personer'],[],https://queerlit.dh.gu.se/qlit/v1/dn46oz03,['Blinda hbtqi-personer'],['Blinda (hbtqi)']
http://www.wikidata.org/entity/Q123851360,['Skolan (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/lv37kg53,['Skolan (hbtqi)'],"['Gymnasier (hbtqi)', 'Läroverk (hbtqi)', 'Skolor (hbtqi)', 'Undervisning (hbtqi)']"
http://www.wikidata.org/entity/Q123851082,['Icke-våld (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/bw67sm50,['Icke-våld (hbtqi)'],['Ickevåld (hbtqi)']
http://www.wikidata.org/entity/Q123851655,['Älskare (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/uy88np80,['Älskare (hbtqi)'],"['Amant (hbtqi)', 'Lovers (hbtqi)', 'Älskarinnor (hbtqi)']"
http://www.wikidata.org/entity/Q123851048,['Sexuella övergrepp (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ap09ru04,['Sexuella övergrepp (hbtqi)'],['Våldäkt (hbtqi)']
http://www.wikidata.org/entity/Q123851614,['Ensamstående mammor (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/tl61ll06,['Ensamstående mammor (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851765,['Offer för incest (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/zt39fx55,['Offer för incest (hbtqi)'],['Incestoffer (hbtqi)']
http://www.wikidata.org/entity/Q123851182,['Barn utsatta för sexuella övergrepp (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/fs01rm86,['Barn utsatta för sexuella övergrepp (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851472,['Musiker (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/pt38yf87,['Musiker (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851112,['Primära partners'],[],https://queerlit.dh.gu.se/qlit/v1/cu71ap39,['Primära partners'],"['Huvudsakliga partners', 'Primärpartners']"
http://www.wikidata.org/entity/Q123851305,['Äldreboenden (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/js21ua35,['Äldreboenden (hbtqi)'],['Ålderdomshem (hbtqi)']
http://www.wikidata.org/entity/Q123851050,['Samboavtal'],[],https://queerlit.dh.gu.se/qlit/v1/ar69hs67,['Samboavtal'],[]
http://www.wikidata.org/entity/Q123851286,['Draggemenskaper'],[],https://queerlit.dh.gu.se/qlit/v1/jf44kn92,['Draggemenskaper'],[]
http://www.wikidata.org/entity/Q123851738,['Hemlösa HBTQI-personer'],[],https://queerlit.dh.gu.se/qlit/v1/ym67gh06,['Hemlösa hbtqi-personer'],"['Bostadslösa hbtqi-personer', 'Uteliggare (hbtqi)']"
http://www.wikidata.org/entity/Q123851269,['Transrelationer'],[],https://queerlit.dh.gu.se/qlit/v1/ip90hk23,['Transrelationer'],[]
http://www.wikidata.org/entity/Q123851656,['Bröllop (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/uz31xm23,['Bröllop (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851443,['Queerrörelser'],[],https://queerlit.dh.gu.se/qlit/v1/oy73zy99,['Queerrörelser'],['Queera rörelser']
http://www.wikidata.org/entity/Q123851399,['Skaffa barn (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ni09mn87,['Skaffa barn (hbtqi)'],['Familjeplanering (hbtqi)']
http://www.wikidata.org/entity/Q123851764,['HBTQI-personer i avvänjning'],[],https://queerlit.dh.gu.se/qlit/v1/zt16av80,['Hbtqi-personer i avvänjning'],['Hbtqi-personer i 12-stegsprogram']
http://www.wikidata.org/entity/Q123851045,['Obesvarad kärlek (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ai94lo42,['Obesvarad kärlek (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851649,['Före detta partners (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ut81fb61,['Före detta partners (hbtqi)'],['Ex-partners (hbtqi)']
http://www.wikidata.org/entity/Q123851052,['HBTQI-mötesplatser'],[],https://queerlit.dh.gu.se/qlit/v1/as34mb58,['Hbtqi-mötesplatser'],[]
http://www.wikidata.org/entity/Q123851596,['Idrottsföreningar (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/sk93nk73,['Idrottsföreningar (hbtqi)'],"['Idrottsklubbar (hbtqi)', 'Idrottssällskap (hbtqi)', 'Sportklubbar (hbtqi)']"
http://www.wikidata.org/entity/Q123851529,['Tvångsvård av HBTQI-personer'],[],https://queerlit.dh.gu.se/qlit/v1/rf98kk08,['Tvångsvård av hbtqi-personer'],[]
http://www.wikidata.org/entity/Q123851759,['Självförsvar (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/zl63wr47,['Självförsvar (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851191,['Förtalskampanjer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ga50bh91,['Förtalskampanjer (hbtqi)'],['Smutskastningskampanjer (hbtqi)']
http://www.wikidata.org/entity/Q123851115,['Lädermän'],[],https://queerlit.dh.gu.se/qlit/v1/cv43ns83,['Lädermän'],[]
http://www.wikidata.org/entity/Q123851268,['Religiösa ledare (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/io88iy76,['Religiösa ledare (hbtqi)'],"['Imamer (hbtqi)', 'Mobadān (hbtqi)', 'Oshō (hbtqi)', 'Pastorer (hbtqi)', 'Präster (hbtqi)', 'Rabbiner (hbtqi)']"
http://www.wikidata.org/entity/Q2567462,['sexuell dominans'],[],https://queerlit.dh.gu.se/qlit/v1/gb03ie03,['Dominanta (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851282,['Bisexuella rörelser'],[],https://queerlit.dh.gu.se/qlit/v1/iz53yr49,['Bisexuella rörelser'],[]
http://www.wikidata.org/entity/Q123851169,['Föräldrarätt'],[],https://queerlit.dh.gu.se/qlit/v1/ey75ly87,['Föräldrarätt'],[]
http://www.wikidata.org/entity/Q123851345,['Platonisk kärlek (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/lg97ic94,['Platonisk kärlek (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851321,['Körer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/km22hn65,['Körer (hbtqi)'],"['Hbtqi-körer', 'Regnbågskörer']"
http://www.wikidata.org/entity/Q123851541,['Schamanism (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/rj61bd65,['Schamanism (hbtqi)'],"['Noaidi (hbtqi)', 'Noajdde (hbtqi)', 'Nåejti (hbtqi)', 'Nåjder (hbtqi)', 'Schamaner (hbtqi)', 'Shamaner (hbtqi)', 'Shamanism (hbtqi)']"
http://www.wikidata.org/entity/Q123851285,['Ensamstående pappor (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/je73wy14,['Ensamstående pappor (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851385,['Kompisvård (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/mt82qy45,['Kompisvård (hbtqi)'],"['Buddies', 'Buddy care', 'Buddy-omsorg', 'Buddy-vård', 'Kamratomsorg (hbtqi)', 'Kamratvård (hbtqi)', 'Kompisomsorg (hbtqi)']"
http://www.wikidata.org/entity/Q123851288,['Självförtryck (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/jg76es99,['Självförtryck (hbtqi)'],"['Internaliserad hbtqi-fobi', 'Internaliserat förtryck (hbtqi)']"
http://www.wikidata.org/entity/Q123851633,['Etniska grupper (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ug69ck69,['Etniska grupper (hbtqi)'],['Folkgrupper (hbtqi)']
http://www.wikidata.org/entity/Q123851148,['Sexuella roller'],[],https://queerlit.dh.gu.se/qlit/v1/ef49js51,['Sexuella roller'],[]
http://www.wikidata.org/entity/Q123851702,['Metamourer'],[],https://queerlit.dh.gu.se/qlit/v1/xm29te76,['Metamourer'],[]
http://www.wikidata.org/entity/Q123851405,['Megasexualitet'],[],https://queerlit.dh.gu.se/qlit/v1/nl71fq44,['Megasexualitet'],[]
http://www.wikidata.org/entity/Q123851625,['Bokcirklar (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/tx64rj03,['Bokcirklar (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851341,['Frihetsberövande av HBTQI-personer'],[],https://queerlit.dh.gu.se/qlit/v1/le14is10,['Frihetsberövande av hbtqi-personer'],"['Fängslande av hbtqi-personer', 'Förvar av hbtqi-personer', 'Häktning av hbtqi-personer', 'Internering av hbtqi-personer']"
http://www.wikidata.org/entity/Q123851449,['Flyktingar (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/pi77tc72,['Flyktingar (hbtqi)'],['Hbtqi-flyktingar']
http://www.wikidata.org/entity/Q123851242,['Rituell homosexualitet'],[],https://queerlit.dh.gu.se/qlit/v1/hz00ry27,['Rituell homosexualitet'],[]
http://www.wikidata.org/entity/Q123851465,['Gummisex'],[],https://queerlit.dh.gu.se/qlit/v1/pp33on45,['Gummisex'],[]
http://www.wikidata.org/entity/Q123851701,['Barn till bisexuella'],[],https://queerlit.dh.gu.se/qlit/v1/xg52hd15,['Barn till bisexuella'],[]
http://www.wikidata.org/entity/Q123851277,['Relationspreferens'],[],https://queerlit.dh.gu.se/qlit/v1/ix39kn40,['Relationspreferens'],[]
http://www.wikidata.org/entity/Q123851681,['Pojkars vänskap'],[],https://queerlit.dh.gu.se/qlit/v1/wm72qx84,['Pojkars vänskap'],"['Killars vänskap', 'Killkompisar']"
http://www.wikidata.org/entity/Q123851208,['Separationer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/gx93ym52,['Separationer (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851404,['Officiell dokumentation'],[],https://queerlit.dh.gu.se/qlit/v1/nk19mk45,['Officiell dokumentation'],[]
http://www.wikidata.org/entity/Q123851357,['Brottsoffer (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ln82yo33,['Brottsoffer (hbtqi)'],['Hbtqi-personer som brottsoffer']
http://www.wikidata.org/entity/Q123851644,['Migranter (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/un62lw62,['Migranter (hbtqi)'],"['Emigranter (hbtqi)', 'Immigranter (hbtqi)']"
http://www.wikidata.org/entity/Q123851704,['Megasexuella'],[],https://queerlit.dh.gu.se/qlit/v1/xo37sy14,['Megasexuella'],[]
http://www.wikidata.org/entity/Q123851250,['Studentföreningar (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/ie50ey03,['Studentföreningar (hbtqi)'],[]
http://www.wikidata.org/entity/Q106688046,['könseufori'],[],https://queerlit.dh.gu.se/qlit/v1/or82kx62,['Könseufori'],"['Kroppseufori', 'Köns-eufori']"
http://www.wikidata.org/entity/Q123851398,['Heterofeminism'],[],https://queerlit.dh.gu.se/qlit/v1/ng82qy03,['Heterofeminism'],['Heterosexuell feminism']
http://www.wikidata.org/entity/Q123851732,['Samvetsfångar (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/yj80eb84,['Samvetsfångar (hbtqi)'],['Hbtqi-samvetsfångar']
http://www.wikidata.org/entity/Q123851409,['Radio (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/nm98ii60,['Radio (hbtqi)'],['Gayradio']
http://www.wikidata.org/entity/Q123851200,['Fängelsestraff (HBTQI)'],[],https://queerlit.dh.gu.se/qlit/v1/gh92ro49,['Fängelsestraff (hbtqi)'],[]
http://www.wikidata.org/entity/Q123851724,['Flickors vänskap'],[],https://queerlit.dh.gu.se/qlit/v1/ye44ho27,['Flickors vänskap'],[]
http://www.wikidata.org/entity/Q123851077,['Partnerpreferens'],[],https://queerlit.dh.gu.se/qlit/v1/bu52ty56,['Partnerpreferens'],[]
http://www.wikidata.org/entity/Q123851451,['Rollbeteende'],[],https://queerlit.dh.gu.se/qlit/v1/pj39xm88,['Rollbeteende'],[]
